,date,no1,no2,no3,no4,no5,no6,no7,singular,plural,l10,l20,l30,l40,l50
1123,2013-11-28,3,6,21,33,34,43,9,4,2,2,0,1,2,1
1124,2013-11-26,9,10,12,31,34,44,18,2,4,2,1,0,2,1
1125,2013-11-23,3,18,20,21,30,41,13,3,3,1,2,2,0,1
1126,2013-11-21,3,6,8,23,25,49,4,4,2,3,0,2,0,1
1127,2013-11-19,12,27,35,44,47,49,36,4,2,0,1,1,1,3
1128,2013-11-16,1,8,17,32,39,43,48,4,2,2,1,0,2,1
1129,2013-11-14,3,8,10,25,29,34,32,3,3,3,0,2,1,0
1130,2013-11-12,18,19,21,28,47,49,46,4,2,0,2,2,0,2
1131,2013-11-10,13,31,32,35,39,42,16,4,2,0,1,0,4,1
1132,2013-11-07,4,9,14,26,30,42,21,1,5,2,1,2,0,1
1133,2013-11-05,4,22,25,37,38,42,20,2,4,1,0,2,2,1
1134,2013-11-02,8,18,19,29,31,34,36,3,3,1,2,1,2,0
1135,2013-10-31,2,9,29,43,46,47,21,4,2,2,0,1,0,3
1136,2013-10-29,1,20,22,25,34,47,17,3,3,1,1,2,1,1
1137,2013-10-26,6,15,30,38,47,48,40,2,4,1,1,1,1,2
1138,2013-10-24,9,10,22,24,43,44,30,2,4,2,0,2,0,2
1139,2013-10-22,5,9,34,36,41,49,26,4,2,2,0,0,2,2
1140,2013-10-19,1,10,31,41,44,47,18,4,2,2,0,0,1,3
1141,2013-10-17,1,11,24,35,44,45,49,4,2,1,1,1,1,2
1142,2013-10-15,4,20,27,33,41,46,12,3,3,1,1,1,1,2
1143,2013-10-13,24,28,35,37,42,48,38,2,4,0,0,2,2,2
1144,2013-10-10,8,9,11,16,17,38,20,3,3,2,3,0,1,0
1145,2013-10-08,1,3,6,7,15,27,30,5,1,4,1,1,0,0
1146,2013-10-05,4,6,9,29,31,36,20,3,3,3,0,1,2,0
1147,2013-10-03,14,17,26,32,35,41,15,3,3,0,2,1,2,1
1148,2013-09-30,1,11,29,40,43,44,4,4,2,1,1,1,1,2
1149,2013-09-28,33,39,40,43,48,49,34,4,2,0,0,0,3,3
1150,2013-09-26,3,6,7,9,11,28,34,4,2,4,1,1,0,0
1151,2013-09-24,13,25,26,29,30,39,19,4,2,0,1,4,1,0
1152,2013-09-21,22,25,35,36,39,47,31,4,2,0,0,2,3,1
1153,2013-09-19,3,15,18,26,45,49,41,4,2,1,2,1,0,2
1154,2013-09-16,17,22,31,39,45,47,49,5,1,0,1,1,2,2
1155,2013-09-14,6,21,29,39,40,47,33,4,2,1,0,2,2,1
1156,2013-09-12,1,14,26,28,31,48,36,2,4,1,1,2,1,1
1157,2013-09-10,8,12,19,39,48,49,17,3,3,1,2,0,1,2
1158,2013-09-07,7,10,17,18,28,30,6,2,4,2,2,2,0,0
1159,2013-09-05,1,7,22,28,29,49,37,4,2,2,0,3,0,1
1160,2013-09-03,21,25,26,33,35,39,17,5,1,0,0,3,3,0
1161,2013-08-31,3,6,17,18,42,43,36,3,3,2,2,0,0,2
1162,2013-08-29,24,25,28,35,38,47,16,3,3,0,0,3,2,1
1163,2013-08-27,9,14,29,30,32,36,20,2,4,1,1,2,2,0
1164,2013-08-24,3,6,10,14,15,20,33,2,4,3,3,0,0,0
1165,2013-08-22,1,16,25,33,41,49,46,5,1,1,1,1,1,2
1166,2013-08-20,13,14,15,31,46,48,36,3,3,0,3,0,1,2
1167,2013-08-17,9,14,30,31,32,49,1,3,3,1,1,1,2,1
1168,2013-08-15,10,16,22,26,31,42,23,1,5,1,1,2,1,1
1169,2013-08-13,1,6,31,41,42,49,44,4,2,2,0,0,1,3
1170,2013-08-10,3,10,20,30,41,44,31,2,4,2,1,1,0,2
1171,2013-08-08,13,15,23,25,26,29,9,5,1,0,2,4,0,0
1172,2013-08-06,4,11,15,19,32,44,42,3,3,1,3,0,1,1
1173,2013-08-03,5,6,12,23,38,39,48,3,3,2,1,1,2,0
1174,2013-08-01,6,8,10,19,20,22,42,1,5,3,2,1,0,0
1175,2013-07-30,8,12,31,33,42,44,49,2,4,1,1,0,2,2
1176,2013-07-27,1,3,7,22,28,36,21,3,3,3,0,2,1,0
1177,2013-07-25,20,23,27,32,34,49,30,3,3,0,1,2,2,1
1178,2013-07-23,6,8,17,22,28,32,20,1,5,2,1,2,1,0
1179,2013-07-21,3,17,20,26,33,47,34,4,2,1,2,1,1,1
1180,2013-07-18,14,18,28,32,36,46,44,0,6,0,2,1,2,1
1181,2013-07-16,3,18,19,20,37,47,25,4,2,1,3,0,1,1
1182,2013-07-13,7,14,18,23,32,46,42,2,4,1,2,1,1,1
1183,2013-07-11,14,26,28,38,39,45,8,2,4,0,1,2,2,1
1184,2013-07-09,1,4,15,38,40,46,49,2,4,2,1,0,2,1
1185,2013-07-06,6,9,27,29,43,47,17,5,1,2,0,2,0,2
1186,2013-07-02,7,19,28,33,43,45,13,5,1,1,1,1,1,2
1187,2013-06-29,1,3,4,26,34,37,14,3,3,3,0,1,2,0
1188,2013-06-27,16,34,37,42,47,48,17,2,4,0,1,0,2,3
1189,2013-06-25,17,20,29,35,38,40,22,3,3,0,2,1,3,0
1190,2013-06-22,23,25,34,40,42,46,39,2,4,0,0,2,2,2
1191,2013-06-20,11,14,16,29,31,46,30,3,3,0,3,1,1,1
1192,2013-06-18,9,22,23,31,45,47,39,5,1,1,0,2,1,2
1193,2013-06-15,9,14,27,29,42,45,44,4,2,1,1,2,0,2
1194,2013-06-13,3,11,26,32,35,43,1,4,2,1,1,1,2,1
1195,2013-06-11,1,14,21,35,39,40,5,4,2,1,1,1,3,0
1196,2013-06-09,15,18,22,24,42,44,28,1,5,0,2,2,0,2
1197,2013-06-06,10,16,20,28,32,48,30,0,6,1,2,1,1,1
1198,2013-06-04,9,17,26,36,40,48,2,2,4,1,1,1,2,1
1199,2013-06-01,1,23,27,36,45,49,7,5,1,1,0,2,1,2
1200,2013-05-30,15,17,22,27,36,46,23,3,3,0,2,2,1,1
1201,2013-05-28,1,4,5,6,9,25,27,4,2,5,0,1,0,0
1202,2013-05-25,3,8,10,25,26,40,38,2,4,3,0,2,1,0
1203,2013-05-23,12,24,27,45,47,49,6,4,2,0,1,2,0,3
1204,2013-05-21,11,12,16,18,23,31,36,3,3,0,4,1,1,0
1205,2013-05-19,4,14,24,30,43,48,34,1,5,1,1,2,0,2
1206,2013-05-16,7,18,27,32,42,48,17,2,4,1,1,1,1,2
1207,2013-05-14,2,11,16,19,44,47,27,3,3,1,3,0,0,2
1208,2013-05-12,1,6,11,16,20,25,22,3,3,2,3,1,0,0
1209,2013-05-09,12,14,15,16,22,34,13,1,5,0,4,1,1,0
1210,2013-05-07,5,9,14,24,29,37,36,4,2,2,1,2,1,0
1211,2013-05-04,1,10,29,40,44,49,33,3,3,2,0,1,1,2
1212,2013-05-02,1,5,28,31,44,46,14,3,3,2,0,1,1,2
1213,2013-04-30,4,18,24,30,31,49,36,2,4,1,1,2,1,1
1214,2013-04-27,4,7,16,23,26,28,9,2,4,2,1,3,0,0
1215,2013-04-25,14,15,17,22,38,48,19,2,4,0,3,1,1,1
1216,2013-04-23,7,20,23,29,35,41,6,5,1,1,1,2,1,1
1217,2013-04-21,9,10,15,33,40,49,48,4,2,2,1,0,2,1
1218,2013-04-18,4,5,14,17,22,39,9,3,3,2,2,1,1,0
1219,2013-04-16,11,15,21,27,38,43,48,5,1,0,2,2,1,1
1220,2013-04-13,8,16,29,40,46,47,18,2,4,1,1,1,1,2
1221,2013-04-11,11,18,20,24,29,49,2,3,3,0,3,2,0,1
1222,2013-04-09,2,3,25,28,35,43,39,4,2,2,0,2,1,1
1223,2013-04-06,10,12,16,29,41,48,25,2,4,1,2,1,0,2
1224,2013-04-04,2,7,11,15,17,27,4,5,1,2,3,1,0,0
1225,2013-04-02,2,4,9,31,33,46,5,3,3,3,0,0,2,1
1226,2013-03-30,4,6,19,25,34,43,17,3,3,2,1,1,1,1
1227,2013-03-28,12,17,31,38,44,45,43,3,3,0,2,0,2,2
1228,2013-03-26,10,15,26,35,40,44,11,2,4,1,1,1,2,1
1229,2013-03-23,6,9,17,25,33,42,27,4,2,2,1,1,1,1
1230,2013-03-21,1,4,13,22,39,42,34,3,3,2,1,1,1,1
1231,2013-03-19,3,12,15,28,29,34,8,3,3,1,2,2,1,0
1232,2013-03-16,6,9,31,41,45,47,18,5,1,2,0,0,1,3
1233,2013-03-14,3,4,15,16,17,46,12,3,3,2,3,0,0,1
1234,2013-03-12,13,15,17,30,38,45,4,4,2,0,3,1,1,1
1235,2013-03-09,9,18,24,34,40,43,28,2,4,1,1,1,2,1
1236,2013-03-07,8,9,24,35,39,41,2,4,2,2,0,1,2,1
1237,2013-03-05,4,6,8,35,36,43,5,2,4,3,0,0,2,1
1238,2013-03-03,7,8,26,31,35,39,37,4,2,2,0,1,3,0
1239,2013-02-28,10,11,23,26,28,30,17,2,4,1,1,4,0,0
1240,2013-02-26,1,4,15,16,18,36,21,2,4,2,3,0,1,0
1241,2013-02-23,12,19,23,30,35,36,15,3,3,0,2,2,2,0
1242,2013-02-21,11,14,21,22,32,49,7,3,3,0,2,2,1,1
1243,2013-02-19,5,18,19,32,40,44,34,2,4,1,2,0,2,1
1244,2013-02-16,3,12,30,35,37,38,18,3,3,1,1,1,3,0
1245,2013-02-14,11,16,24,27,36,48,47,2,4,0,2,2,1,1
1246,2013-02-09,4,8,10,35,46,47,32,2,4,3,0,0,1,2
1247,2013-02-07,3,8,12,18,22,33,37,2,4,2,2,1,1,0
1248,2013-02-05,5,19,31,32,34,45,13,4,2,1,1,0,3,1
1249,2013-02-03,2,17,23,39,47,48,22,4,2,1,1,1,1,2
1250,2013-01-31,16,22,27,35,38,46,32,2,4,0,1,2,2,1
1251,2013-01-29,8,20,26,36,44,47,28,1,5,1,1,1,1,2
1252,2013-01-26,2,29,41,42,45,48,5,3,3,1,0,1,0,4
1253,2013-01-24,1,2,3,9,20,49,24,4,2,4,1,0,0,1
1254,2013-01-22,2,4,20,22,30,37,1,1,5,2,1,2,1,0
1255,2013-01-19,3,12,19,21,31,48,26,4,2,1,2,1,1,1
1256,2013-01-17,2,8,14,25,43,44,11,2,4,2,1,1,0,2
1257,2013-01-15,3,4,7,24,27,31,13,4,2,3,0,2,1,0
1258,2013-01-13,3,6,19,21,31,49,7,5,1,2,1,1,1,1
1259,2013-01-10,2,9,24,34,41,45,48,3,3,2,0,1,1,2
1260,2013-01-08,14,19,20,21,29,49,7,4,2,0,3,2,0,1
1261,2013-01-03,17,25,32,33,46,48,39,3,3,0,1,1,2,2
1262,2012-12-31,5,6,25,30,32,48,45,2,4,2,0,2,1,1
1263,2012-12-29,1,6,9,11,33,39,40,5,1,3,1,0,2,0
1264,2012-12-27,4,7,29,39,44,47,23,4,2,2,0,1,1,2
1265,2012-12-25,12,18,23,24,46,49,14,2,4,0,2,2,0,2
1266,2012-12-23,9,27,28,32,34,43,2,3,3,1,0,2,2,1
1267,2012-12-20,4,12,25,34,36,40,49,1,5,1,1,1,3,0
1268,2012-12-18,8,14,21,41,45,48,34,3,3,1,1,1,0,3
1269,2012-12-15,18,21,28,33,41,47,48,4,2,0,1,2,1,2
1270,2012-12-13,6,9,29,31,42,47,14,4,2,2,0,1,1,2
1271,2012-12-11,2,15,28,41,42,49,24,3,3,1,1,1,0,3
1272,2012-12-08,15,22,30,33,34,47,38,3,3,0,1,2,2,1
1273,2012-12-06,1,6,38,41,43,45,48,4,2,2,0,0,1,3
1274,2012-12-04,7,10,11,18,37,47,4,4,2,2,2,0,1,1
1275,2012-12-01,10,16,17,27,36,38,47,2,4,1,2,1,2,0
1276,2012-11-29,13,17,26,28,32,34,6,2,4,0,2,2,2,0
1277,2012-11-27,8,20,21,24,34,47,10,2,4,1,1,2,1,1
1278,2012-11-24,2,3,4,15,23,40,13,3,3,3,1,1,1,0
1279,2012-11-22,9,22,26,30,44,49,31,2,4,1,0,3,0,2
1280,2012-11-20,2,11,20,37,45,47,13,4,2,1,2,0,1,2
1281,2012-11-17,7,12,24,39,43,48,30,3,3,1,1,1,1,2
1282,2012-11-15,18,20,36,41,46,48,21,1,5,0,2,0,1,3
1283,2012-11-13,3,5,25,26,29,30,31,4,2,2,0,4,0,0
1284,2012-11-11,9,26,28,35,45,47,25,4,2,1,0,2,1,2
1285,2012-11-08,15,26,31,37,44,47,43,4,2,0,1,1,2,2
1286,2012-11-06,1,6,8,28,37,39,42,3,3,3,0,1,2,0
1287,2012-11-03,1,12,33,36,46,48,41,2,4,1,1,0,2,2
1288,2012-11-01,15,18,24,28,34,42,2,1,5,0,2,2,1,1
1289,2012-10-30,1,20,28,30,34,40,19,1,5,1,1,2,2,0
1290,2012-10-27,26,28,30,34,36,39,1,1,5,0,0,3,3,0
1291,2012-10-25,8,17,23,40,41,43,28,4,2,1,1,1,1,2
1292,2012-10-23,11,28,29,41,45,47,21,5,1,0,1,2,0,3
1293,2012-10-20,4,19,31,34,37,44,6,3,3,1,1,0,3,1
1294,2012-10-18,4,6,10,14,16,29,26,1,5,3,2,1,0,0
1295,2012-10-16,9,17,27,35,39,44,40,5,1,1,1,1,2,1
1296,2012-10-13,5,6,11,26,33,41,4,4,2,2,1,1,1,1
1297,2012-10-11,1,3,11,18,40,46,35,3,3,2,2,0,1,1
1298,2012-10-09,15,17,21,22,27,36,16,4,2,0,2,3,1,0
1299,2012-10-07,1,10,12,13,29,47,9,4,2,2,2,1,0,1
1300,2012-10-02,12,24,25,33,37,44,13,3,3,0,1,2,2,1
1301,2012-09-29,2,8,16,17,20,26,32,1,5,2,3,1,0,0
1302,2012-09-27,1,3,10,15,17,40,28,4,2,3,2,0,1,0
1303,2012-09-25,1,4,17,20,28,32,47,2,4,2,2,1,1,0
1304,2012-09-22,2,13,33,35,38,49,40,4,2,1,1,0,3,1
1305,2012-09-18,15,26,27,38,42,43,39,3,3,0,1,2,1,2
1306,2012-09-15,6,7,18,21,27,48,42,3,3,2,1,2,0,1
1307,2012-09-13,16,20,22,31,42,48,43,1,5,0,2,1,1,2
1308,2012-09-11,4,11,25,27,39,41,43,5,1,1,1,2,1,1
1309,2012-09-09,4,7,12,15,27,34,37,3,3,2,2,1,1,0
1310,2012-09-06,6,13,33,38,41,43,29,4,2,1,1,0,2,2
1311,2012-09-04,20,24,34,36,43,45,3,2,4,0,1,1,2,2
1312,2012-09-01,9,12,15,19,21,47,38,5,1,1,3,1,0,1
1313,2012-08-30,7,11,15,21,26,34,38,4,2,1,2,2,1,0
1314,2012-08-28,7,17,24,29,47,49,45,5,1,1,1,2,0,2
1315,2012-08-25,3,7,21,22,38,47,27,4,2,2,0,2,1,1
1316,2012-08-23,13,15,25,28,45,47,5,5,1,0,2,2,0,2
1317,2012-08-21,1,7,12,17,36,38,48,3,3,2,2,0,2,0
1318,2012-08-18,7,10,22,32,34,48,45,1,5,2,0,1,2,1
1319,2012-08-16,5,6,13,19,23,34,8,4,2,2,2,1,1,0
1320,2012-08-14,2,13,16,34,37,47,28,3,3,1,2,0,2,1
1321,2012-08-11,5,11,12,31,41,42,16,4,2,1,2,0,1,2
1322,2012-08-09,10,13,20,22,42,46,48,1,5,1,2,1,0,2
1323,2012-08-07,2,9,13,40,44,46,10,2,4,2,1,0,1,2
1324,2012-08-04,8,15,20,41,42,49,12,3,3,1,2,0,0,3
1325,2012-08-02,9,11,12,22,28,49,7,3,3,1,2,2,0,1
1326,2012-07-31,2,10,16,23,35,47,1,3,3,2,1,1,1,1
1327,2012-07-28,18,25,38,40,44,45,5,2,4,0,1,1,2,2
1328,2012-07-26,9,11,13,22,24,44,32,3,3,1,2,2,0,1
1329,2012-07-24,10,11,15,22,23,45,31,4,2,1,2,2,0,1
1330,2012-07-21,7,19,23,30,34,45,13,4,2,1,1,2,1,1
1331,2012-07-19,9,20,30,34,35,46,29,2,4,1,1,1,2,1
1332,2012-07-17,8,11,17,24,30,49,3,3,3,1,2,2,0,1
1333,2012-07-14,2,6,16,24,41,46,27,1,5,2,1,1,0,2
1334,2012-07-12,2,13,33,39,40,44,43,3,3,1,1,0,3,1
1335,2012-07-10,4,7,13,28,36,49,3,3,3,2,1,1,1,1
1336,2012-07-07,1,4,5,22,44,46,37,2,4,3,0,1,0,2
1337,2012-07-05,2,3,11,24,26,27,44,3,3,2,1,3,0,0
1338,2012-07-03,6,10,12,14,31,38,20,1,5,2,2,0,2,0
1339,2012-06-30,10,13,28,32,37,41,1,3,3,1,1,1,2,1
1340,2012-06-28,3,6,14,19,27,36,24,3,3,2,2,1,1,0
1341,2012-06-26,6,19,26,28,37,49,47,3,3,1,1,2,1,1
1342,2012-06-23,9,14,17,34,40,48,39,2,4,1,2,0,2,1
1343,2012-06-21,2,5,8,13,17,35,28,4,2,3,2,0,1,0
1344,2012-06-19,10,13,26,40,42,48,24,1,5,1,1,1,1,2
1345,2012-06-16,2,4,6,7,13,29,9,3,3,4,1,1,0,0
1346,2012-06-12,7,14,16,25,30,36,32,2,4,1,2,2,1,0
1347,2012-06-10,8,15,18,37,39,44,6,3,3,1,2,0,2,1
1348,2012-06-07,4,17,20,29,39,48,9,3,3,1,2,1,1,1
1349,2012-06-05,10,21,26,34,35,43,37,3,3,1,0,2,2,1
1350,2012-06-02,9,14,19,20,43,47,37,4,2,1,3,0,0,2
1351,2012-05-31,4,9,24,31,39,47,38,4,2,2,0,1,2,1
1352,2012-05-29,8,18,20,22,31,37,46,2,4,1,2,1,2,0
1353,2012-05-26,9,10,20,22,38,49,7,2,4,2,1,1,1,1
1354,2012-05-24,2,5,8,29,40,47,34,3,3,3,0,1,1,1
1355,2012-05-22,1,8,22,26,32,37,41,2,4,2,0,2,2,0
1356,2012-05-20,3,17,23,26,41,47,33,5,1,1,1,2,0,2
1357,2012-05-17,1,10,15,21,27,37,40,5,1,2,1,2,1,0
1358,2012-05-15,5,14,16,22,23,33,32,3,3,1,2,2,1,0
1359,2012-05-13,16,21,30,34,39,45,4,3,3,0,1,2,2,1
1360,2012-05-10,13,17,23,32,34,46,41,3,3,0,2,1,2,1
1361,2012-05-08,4,9,10,17,33,34,35,3,3,3,1,0,2,0
1362,2012-05-05,4,11,17,29,39,49,8,5,1,1,2,1,1,1
1363,2012-05-03,2,20,28,46,47,49,3,2,4,1,1,1,0,3
1364,2012-05-01,5,17,19,26,32,33,22,4,2,1,2,1,2,0
1365,2012-04-28,11,17,19,20,29,32,38,4,2,0,4,1,1,0
1366,2012-04-26,7,10,11,17,22,30,14,3,3,2,2,2,0,0
1367,2012-04-24,1,17,28,29,31,34,45,4,2,1,1,2,2,0
1368,2012-04-22,1,3,11,21,41,42,2,5,1,2,1,1,0,2
1369,2012-04-19,5,12,13,20,37,41,23,4,2,1,3,0,1,1
1370,2012-04-17,6,7,17,19,35,46,4,4,2,2,2,0,1,1
1371,2012-04-14,3,15,19,20,32,40,25,3,3,1,3,0,2,0
1372,2012-04-12,2,11,16,17,25,28,41,3,3,1,3,2,0,0
1373,2012-04-10,4,11,16,26,42,47,6,2,4,1,2,1,0,2
1374,2012-04-07,3,14,22,24,34,49,44,2,4,1,1,2,1,1
1375,2012-04-05,13,15,17,18,41,45,14,5,1,0,4,0,0,2
1376,2012-04-03,20,21,28,44,46,47,42,2,4,0,1,2,0,3
1377,2012-03-31,11,19,30,33,37,44,18,4,2,0,2,1,2,1
1378,2012-03-29,10,16,21,28,29,31,8,3,3,1,1,3,1,0
1379,2012-03-27,2,7,17,25,30,43,38,4,2,2,1,2,0,1
1380,2012-03-24,3,23,32,35,43,49,34,5,1,1,0,1,2,2
1381,2012-03-22,2,35,38,47,48,49,41,3,3,1,0,0,2,3
1382,2012-03-20,11,13,18,29,44,46,37,3,3,0,3,1,0,2
1383,2012-03-17,4,6,13,18,23,45,15,3,3,2,2,1,0,1
1384,2012-03-15,4,28,31,34,48,49,6,2,4,1,0,1,2,2
1385,2012-03-13,7,8,26,43,47,48,12,3,3,2,0,1,0,3
1386,2012-03-11,10,23,33,39,42,48,34,3,3,1,0,1,2,2
1387,2012-03-08,3,5,9,17,35,36,43,5,1,3,1,0,2,0
1388,2012-03-06,3,7,28,31,33,36,32,4,2,2,0,1,3,0
1389,2012-03-03,1,3,4,8,21,28,5,3,3,4,0,2,0,0
1390,2012-03-01,25,30,31,34,40,47,13,3,3,0,0,2,3,1
1391,2012-02-28,8,9,24,28,37,49,47,3,3,2,0,2,1,1
1392,2012-02-25,12,14,24,26,27,49,22,2,4,0,2,3,0,1
1393,2012-02-23,1,5,15,22,43,47,37,5,1,2,1,1,0,2
1394,2012-02-21,1,11,12,15,35,49,17,5,1,1,3,0,1,1
1395,2012-02-18,5,12,16,17,41,46,15,3,3,1,3,0,0,2
1396,2012-02-16,4,12,18,25,42,44,8,1,5,1,2,1,0,2
1397,2012-02-14,10,14,21,37,39,49,25,4,2,1,1,1,2,1
1398,2012-02-12,7,9,33,34,39,41,48,5,1,2,0,0,3,1
1399,2012-02-09,3,12,20,33,34,41,43,3,3,1,2,0,2,1
1400,2012-02-07,11,16,30,34,41,45,47,3,3,0,2,1,1,2
1401,2012-02-04,6,12,16,20,27,38,7,1,5,1,3,1,1,0
1402,2012-02-02,14,20,21,38,45,46,47,2,4,0,2,1,1,2
1403,2012-01-31,22,27,28,29,42,46,49,2,4,0,0,4,0,2
1404,2012-01-26,3,10,11,17,29,34,15,4,2,2,2,1,1,0
1405,2012-01-22,10,14,18,20,34,47,41,1,5,1,3,0,1,1
1406,2012-01-19,1,2,14,18,25,39,31,3,3,2,2,1,1,0
1407,2012-01-17,16,23,24,35,36,44,1,2,4,0,1,2,2,1
1408,2012-01-14,10,13,20,24,29,36,14,2,4,1,2,2,1,0
1409,2012-01-12,15,27,32,36,44,48,47,2,4,0,1,1,2,2
1410,2012-01-10,3,20,26,31,32,35,12,3,3,1,1,1,3,0
1411,2012-01-07,3,7,10,31,32,35,30,4,2,3,0,0,3,0
1412,2012-01-05,9,11,33,43,46,48,2,4,2,1,1,0,1,3
1413,2012-01-03,5,12,31,34,37,45,10,4,2,1,1,0,3,1
1414,2011-12-31,2,3,27,40,44,49,38,3,3,2,0,1,1,2
1415,2011-12-29,7,10,21,23,29,39,1,5,1,2,0,3,1,0
1416,2011-12-26,8,30,31,37,38,48,5,2,4,1,0,1,3,1
1417,2011-12-24,1,4,17,24,27,43,41,4,2,2,1,2,0,1
1418,2011-12-22,5,16,18,28,37,49,24,3,3,1,2,1,1,1
1419,2011-12-20,26,29,31,37,43,49,2,5,1,0,0,2,2,2
1420,2011-12-18,1,2,23,35,38,46,5,3,3,2,0,1,2,1
1421,2011-12-15,9,21,29,34,43,47,32,5,1,1,0,2,1,2
1422,2011-12-13,3,25,32,36,38,40,31,2,4,1,0,1,4,0
1423,2011-12-10,3,14,21,25,27,42,34,4,2,1,1,3,0,1
1424,2011-12-08,5,20,22,28,36,48,1,1,5,1,1,2,1,1
1425,2011-12-06,1,2,5,6,11,43,25,4,2,4,1,0,0,1
1426,2011-12-03,2,3,9,18,23,37,31,4,2,3,1,1,1,0
1427,2011-12-01,1,3,8,22,28,33,5,3,3,3,0,2,1,0
1428,2011-11-29,3,6,13,37,40,42,29,3,3,2,1,0,2,1
1429,2011-11-26,4,22,33,39,42,47,14,3,3,1,0,1,2,2
1430,2011-11-24,3,5,19,35,38,41,32,5,1,2,1,0,2,1
1431,2011-11-22,7,21,24,31,43,47,5,5,1,1,0,2,1,2
1432,2011-11-19,10,12,13,14,22,47,21,2,4,1,3,1,0,1
1433,2011-11-17,3,6,23,24,42,44,35,2,4,2,0,2,0,2
1434,2011-11-15,7,11,14,25,26,30,29,3,3,1,2,3,0,0
1435,2011-11-12,10,17,29,33,42,48,35,3,3,1,1,1,1,2
1436,2011-11-10,4,7,9,20,37,49,33,4,2,3,1,0,1,1
1437,2011-11-08,2,23,30,34,40,42,48,1,5,1,0,2,2,1
1438,2011-11-06,1,3,7,11,16,34,49,4,2,3,2,0,1,0
1439,2011-11-03,1,3,21,34,41,44,43,4,2,2,0,1,1,2
1440,2011-11-01,8,15,19,21,24,44,10,3,3,1,2,2,0,1
1441,2011-10-29,5,12,15,17,18,39,47,4,2,1,4,0,1,0
1442,2011-10-27,1,9,22,43,46,48,49,3,3,2,0,1,0,3
1443,2011-10-25,17,22,26,27,29,35,44,4,2,0,1,4,1,0
1444,2011-10-22,1,11,18,20,26,30,47,2,4,1,3,2,0,0
1445,2011-10-20,2,16,23,32,34,35,40,2,4,1,1,1,3,0
1446,2011-10-18,4,9,23,37,47,48,14,4,2,2,0,1,1,2
1447,2011-10-15,11,24,28,37,41,43,13,4,2,0,1,2,1,2
1448,2011-10-13,2,8,28,30,33,40,23,1,5,2,0,2,2,0
1449,2011-10-11,2,6,22,25,33,39,46,3,3,2,0,2,2,0
1450,2011-10-08,4,8,24,26,37,41,33,2,4,2,0,2,1,1
1451,2011-10-04,1,4,9,15,37,39,47,5,1,3,1,0,2,0
1452,2011-10-02,9,14,22,37,41,45,5,4,2,1,1,1,1,2
1453,2011-09-27,4,22,23,37,40,49,13,3,3,1,0,2,2,1
1454,2011-09-24,6,16,18,28,34,40,38,0,6,1,2,1,2,0
1455,2011-09-22,8,10,19,27,39,44,6,3,3,2,1,1,1,1
1456,2011-09-20,10,27,33,40,47,48,13,3,3,1,0,1,2,2
1457,2011-09-17,6,12,14,25,35,43,42,3,3,1,2,1,1,1
1458,2011-09-15,5,7,13,29,41,49,25,6,0,2,1,1,0,2
1459,2011-09-13,11,13,16,19,28,46,22,3,3,0,4,1,0,1
1460,2011-09-10,15,19,36,44,45,49,16,4,2,0,2,0,1,3
1461,2011-09-08,14,18,22,30,39,44,32,1,5,0,2,2,1,1
1462,2011-09-06,1,4,7,21,23,44,17,4,2,3,0,2,0,1
1463,2011-09-04,4,18,21,22,39,46,29,2,4,1,1,2,1,1
1464,2011-09-02,2,29,33,34,44,49,42,3,3,1,0,1,2,2
1465,2011-08-30,9,15,24,46,48,49,6,3,3,1,1,1,0,3
1466,2011-08-27,9,10,19,27,29,45,30,5,1,2,1,2,0,1
1467,2011-08-25,6,10,17,20,25,28,2,2,4,2,2,2,0,0
1468,2011-08-23,11,24,25,36,41,45,40,4,2,0,1,2,1,2
1469,2011-08-20,13,15,17,23,26,47,1,5,1,0,3,2,0,1
1470,2011-08-18,5,14,17,43,45,49,12,5,1,1,2,0,0,3
1471,2011-08-16,5,8,9,10,22,38,7,2,4,4,0,1,1,0
1472,2011-08-13,11,18,23,31,37,49,10,5,1,0,2,1,2,1
1473,2011-08-11,4,6,7,25,35,37,48,4,2,3,0,1,2,0
1474,2011-08-09,5,6,11,25,45,48,34,4,2,2,1,1,0,2
1475,2011-08-06,9,30,31,34,42,45,24,3,3,1,0,1,2,2
1476,2011-08-04,2,11,25,32,34,39,31,3,3,1,1,1,3,0
1477,2011-08-02,11,14,21,24,25,47,36,4,2,0,2,3,0,1
1478,2011-07-30,6,29,44,45,46,47,30,3,3,1,0,1,0,4
1479,2011-07-28,11,21,30,36,42,47,34,3,3,0,1,2,1,2
1480,2011-07-26,15,25,26,34,35,41,10,4,2,0,1,2,2,1
1481,2011-07-24,7,8,27,29,37,48,21,4,2,2,0,2,1,1
1482,2011-07-21,6,18,26,28,30,49,22,1,5,1,1,3,0,1
1483,2011-07-19,3,10,31,40,41,43,20,4,2,2,0,0,2,2
1484,2011-07-16,11,17,20,31,48,49,35,4,2,0,3,0,1,2
1485,2011-07-14,11,13,33,37,45,48,36,5,1,0,2,0,2,2
1486,2011-07-12,16,18,28,33,41,45,29,3,3,0,2,1,1,2
1487,2011-07-09,1,10,11,13,42,48,15,3,3,2,2,0,0,2
1488,2011-07-07,10,14,29,35,40,46,30,2,4,1,1,1,2,1
1489,2011-07-05,9,16,22,28,30,32,37,1,5,1,1,3,1,0
